,NOME,IDADE_ALUNO_2020,ANOS_PM_2020,PONTO_VIRADA_2020,INDE_2020,INDE_CONCEITO_2020,PEDRA_2020,DESTAQUE_IEG_2020,DESTAQUE_IDA_2020,DESTAQUE_IPV_2020,IAA_2020,IEG_2020,IPS_2020,IDA_2020,IPP_2020,IPV_2020,IAN_2020,FASE_2021,TURMA_2021,INSTITUICAO_ENSINO_ALUNO_2021,SINALIZADOR_INGRESSANTE_2021,PEDRA_2021,INDE_2021,IAA_2021,IEG_2021,IPS_2021,IDA_2021,IPP_2021,REC_EQUIPE_1_2021,REC_EQUIPE_2_2021,REC_EQUIPE_3_2021,REC_EQUIPE_4_2021,PONTO_VIRADA_2021,IPV_2021,IAN_2021,NIVEL_IDEAL_2021,DEFASAGEM_2021,FASE_2022,TURMA_2022,ANO_INGRESSO_2022,BOLSISTA_2022,INDE_2022,CG_2022,CF_2022,CT_2022,PEDRA_2022,DESTAQUE_IEG_2022,DESTAQUE_IDA_2022,DESTAQUE_IPV_2022,IAA_2022,IEG_2022,IPS_2022,IDA_2022,NOTA_PORT_2022,NOTA_MAT_2022,QTD_AVAL_2022,IPP_2022,REC_AVA_1_2022,REC_AVA_2_2022,INDICADO_BOLSA_2022,PONTO_VIRADA_2022,IPV_2022,IAN_2022,NIVEL_IDEAL_2022,INSTITUICAO_ENSINO_ALUNO_2020_Escola João Paulo II,INSTITUICAO_ENSINO_ALUNO_2020_Escola Pública,INSTITUICAO_ENSINO_ALUNO_2020_Rede Decisão/União,Cluster,Cluster_IEG,Cluster_2020,Cluster_2021,Cluster_2022
738,739,13.0,4.0,1.0,8.703753666666667,A,Topázio,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.000020000000001,7.3,10.0,8.333333333333334,8.4375,8.666675,10.0,3.0,A,Rede Decisão,Veterano,Ametista,8.085,9.2,8.1,8.8,7.6,8.1,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,1.0,9.2,5.0,Nível 4 (9o ano),-1.0,4.0,A,2016.0,Sim,7.973381651316815,148.0,13.0,5.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.16668,8.035296867695186,9.375,7.388888888888889,7.833333333333333,7.166666666666667,4.0,8.59375,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,1.0,8.375007499999999,5.0,Fase 5 (1º EM),,,,2,2,0,1,2
742,743,8.0,0.0,0.0,7.993333000000001,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,9.8,5.0,10.0,2.5,6.916655,10.0,1.0,J,Escola Pública,Veterano,Ametista,8.061,10.0,8.8,5.0,6.4,7.9,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,0.0,8.7,10.0,Nível 1 (4o ano),0.0,1.0,K,2020.0,Não,7.381391333333333,368.0,96.0,9.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.000020000000001,8.483333333333333,5.625,8.416666666666666,7.166666666666667,9.666666666666666,3.0,5.833333333333334,Mantido na Fase atual,Promovido de Fase,Não,0.0,7.77778,5.0,Fase 2 (5º e 6º ano),,,,1,1,0,1,2
745,746,10.0,2.0,1.0,8.890836,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,9.1,7.5,9.0,8.541666666666666,8.833336666666666,10.0,2.0,G,Rede Decisão,Veterano,Topázio,9.107,9.0,8.8,8.8,9.3,8.5,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,1.0,9.4,10.0,Nível 2 (5o e 6o ano),0.0,3.0,F,2018.0,Sim,8.510208575470424,34.0,8.0,4.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.5,9.39305259957434,6.25,7.777777777777779,6.666666666666667,8.0,4.0,8.59375,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,1.0,9.2083375,10.0,Fase 3 (7º e 8º ano),,,,2,1,0,1,2
746,747,13.0,1.0,0.0,8.154376000000001,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.91667,9.1,5.625,8.0,7.96875,7.91667,10.0,4.0,E,Escola Pública,Veterano,Topázio,8.675,8.8,8.9,7.5,7.4,9.2,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,1.0,9.3,10.0,Nível 4 (9o ano),0.0,5.0,A,2019.0,Sim,7.590972222222223,277.0,17.0,2.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.91667,8.864583333333334,5.625,6.777777777777779,6.333333333333333,5.166666666666667,3.0,6.25,Promovido de Fase,Mantido na Fase atual,Não,0.0,7.416665,10.0,Fase 5 (1º EM),,,,2,1,0,1,2
752,753,12.0,1.0,0.0,6.485277,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.91667,6.6,7.5,2.333333333333333,8.125,6.722216666666666,10.0,4.0,E,Escola Pública,Veterano,Quartzo,4.785,8.3,2.5,7.5,0.8,7.2,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,0.0,4.1,10.0,Nível 3 (7o e 8o ano),1.0,4.0,B,2019.0,Não,5.061431199756183,818.0,74.0,14.0,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.91667,3.440830721003135,7.5,1.777777777777778,1.666666666666667,3.666666666666667,4.0,4.84375,Mantido na Fase atual,Mantido na Fase atual,Não,0.0,4.9583375,10.0,Fase 4 (9º ano),,,,0,2,1,0,1
754,755,13.0,3.0,0.0,7.735417,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.91667,7.5,5.0,8.0,8.4375,7.5,10.0,4.0,G,Rede Decisão,Veterano,Ágata,6.872,7.1,4.7,6.9,6.8,7.8,Promovido de Fase,Promovido de Fase,Promovido de Fase,Promovido de Fase,0.0,7.0,10.0,Nível 4 (9o ano),0.0,5.0,L,2017.0,Sim,7.468215478632479,328.0,22.0,6.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.5,8.792467948717949,5.0,6.944444444444446,5.333333333333333,6.666666666666667,4.0,8.125,Promovido de Fase,Mantido na Fase atual,Não,0.0,6.291665,10.0,Fase 5 (1º EM),,,,2,2,0,2,2
756,757,13.0,3.0,0.0,6.240207333333333,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,5.41666,4.3,7.5,4.666666666666667,7.96875,6.791665,10.0,3.0,A,Escola Pública,Veterano,Quartzo,5.421,7.9,5.3,7.5,2.9,7.3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,0.0,5.1,5.0,Nível 4 (9o ano),-1.0,3.0,E,2017.0,Não,6.195832000000001,700.0,95.0,7.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.5,6.6875,7.5,4.75,3.0,6.0,4.0,6.25,Promovido de Fase,Mantido na Fase atual,Não,0.0,6.41666,5.0,Fase 5 (1º EM),,,,0,0,1,2,0
759,760,7.0,0.0,0.0,8.641250000000001,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,9.8,7.5,10.0,7.8125,6.24999,10.0,0.0,P,Escola Pública,Veterano,Ametista,7.360,8.0,5.8,7.5,6.8,7.8,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,0.0,7.5,10.0,ALFA  (2o e 3o ano),0.0,1.0,P,2020.0,Não,7.058532857142858,467.0,120.0,7.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,9.285714285714285,7.5,3.916666666666667,2.0,5.833333333333333,3.0,5.625,Mantido na Fase atual,Mantido na Fase atual,Não,0.0,6.277773333333333,10.0,Fase 1 (4º ano),,,,2,1,0,2,0
765,766,15.0,0.0,0.0,6.824446333333334,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.75001,7.4,7.5,3.6666666666666665,8.749999999999998,8.055560000000002,5.0,5.0,A,Escola Pública,Ingressante,Ametista,7.440,9.2,7.5,7.5,6.5,7.8,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,0.0,8.4,5.0,Nível 6 (2o EM),-1.0,6.0,A,2020.0,Não,4.951788339057362,824.0,17.0,17.0,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0.0,4.617281695286811,7.5,4.766666666666667,9.0,1.633333333333333,4.0,6.25,Promovido de Fase,Mantido na Fase atual,Não,0.0,5.999993333333333,5.0,Fase 7 (3º EM),,,,0,2,2,1,1
767,768,14.0,3.0,1.0,7.727224,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.9166799999999995,9.9,4.375,7.666666666666667,7.291666666666667,8.77778,5.0,3.0,G,Rede Decisão,Veterano,Ametista,8.065,8.3,9.2,6.3,8.4,8.1,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,0.0,8.9,5.0,Nível 5 (1o EM),-2.0,4.0,B,2017.0,Sim,7.084109195402299,461.0,37.0,6.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.91667,8.574712643678161,5.625,6.533333333333334,7.333333333333333,6.333333333333333,4.0,7.5,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,0.0,7.291665,5.0,Fase 6 (2º EM),,,,2,1,0,1,0
772,773,12.0,4.0,1.0,7.854724666666667,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,5.6,7.5,9.5,8.958333333333334,8.944446666666664,5.0,2.0,F,Rede Decisão,Veterano,Topázio,8.921,9.5,10.0,7.5,8.9,9.8,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não avaliado,1.0,9.8,5.0,Nível 3 (7o e 8o ano),-1.0,3.0,F,2016.0,Sim,8.655707365079365,20.0,4.0,2.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,10.00002,9.88095238095238,7.5,8.444444444444445,8.333333333333334,8.166666666666666,4.0,8.90625,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,1.0,9.250005000000002,5.0,Fase 4 (9º ano),,,,2,0,0,1,2
782,783,11.0,0.0,0.0,6.995835000000001,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,8.0,7.5,4.5,8.125,7.916665,5.0,2.0,K,Escola Pública,Veterano,Ágata,6.118,7.5,4.6,7.5,3.6,8.3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,0.0,8.3,5.0,Nível 3 (7o e 8o ano),-1.0,2.0,U,2020.0,Não,6.535165330634278,639.0,112.0,9.0,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,3.49998,8.49527665317139,5.0,6.25,5.666666666666667,6.833333333333333,3.0,6.25,Promovido de Fase,Promovido de Fase,Não,0.0,8.05556,5.0,Fase 3 (7º e 8º ano),,,,0,2,2,2,0
789,790,13.0,1.0,1.0,9.198059333333331,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.000020000000001,8.9,7.5,8.666666666666666,9.791666666666666,9.777786666666666,10.0,4.0,A,Rede Decisão,Veterano,Topázio,8.650,10.0,8.3,7.5,7.5,8.8,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,1.0,9.3,10.0,Nível 4 (9o ano),0.0,5.0,B,2019.0,Sim,8.404169666666668,46.0,7.0,1.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,10.00002,10.0,7.5,7.0,4.5,6.5,3.0,6.041666666666667,Mantido na Fase atual,Mantido na Fase atual,Não,0.0,8.250005,10.0,Fase 5 (1º EM),,,,2,1,0,1,2
791,792,11.0,3.0,0.0,7.783335,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,8.5,4.375,10.0,8.125,7.166665,5.0,2.0,I,Escola Pública,Veterano,Quartzo,5.531,6.3,5.8,5.0,4.1,7.5,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,0.0,5.8,5.0,Nível 3 (7o e 8o ano),-1.0,3.0,B,2017.0,Não,5.553987846496118,782.0,117.0,11.0,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0.0,6.184870621369477,5.0,4.611111111111112,5.166666666666667,5.833333333333333,4.0,7.03125,Promovido de Fase,Mantido na Fase atual,Não,0.0,5.9583325,10.0,Fase 3 (7º e 8º ano),,,,2,2,0,2,1
793,794,11.0,3.0,1.0,8.281114,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,9.6,6.25,6.5,7.916666666666668,8.722226666666666,10.0,3.0,L,Rede Decisão,Veterano,Ametista,7.211,7.9,7.5,6.3,8.2,7.9,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,0.0,8.1,2.5,Nível 6 (2o EM),-3.0,4.0,L,2017.0,Sim,7.302153111111111,392.0,32.0,7.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.91667,9.791666666666666,5.625,6.588888888888889,5.0,6.666666666666667,4.0,7.96875,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,0.0,8.125,2.5,Fase 7 (3º EM),,,,2,1,0,1,2
795,796,13.0,2.0,0.0,8.615210166666667,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.16668,9.8,7.5,8.333333333333334,7.96875,7.6250025,10.0,4.0,E,Escola Pública,Veterano,Ágata,5.943,8.3,6.7,7.5,2.3,7.3,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,0.0,4.2,10.0,Nível 4 (9o ano),0.0,4.0,A,2018.0,Não,6.258056446780273,693.0,63.0,12.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.5,6.406606678345809,7.5,4.555555555555555,3.333333333333333,4.333333333333333,4.0,7.65625,Promovido de Fase,Mantido na Fase atual,Sim,0.0,6.499995,5.0,Fase 5 (1º EM),,,,2,1,0,2,0
806,807,8.0,1.0,0.0,8.091669,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.500020000000001,10.0,6.25,9.0,2.5,7.833335,10.0,1.0,E,Escola Pública,Veterano,Topázio,9.176,10.0,10.0,5.0,9.1,9.0,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não avaliado,1.0,9.8,10.0,Nível 1 (4o ano),0.0,1.0,J,2019.0,Não,8.813892666666668,11.0,3.0,1.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.50002,10.0,8.75,9.5,9.333333333333334,9.666666666666666,3.0,6.666666666666666,Promovido de Fase + Bolsa,Promovido de Fase,Sim,1.0,9.61112,5.0,Fase 2 (5º e 6º ano),,,,1,1,0,1,2
810,811,11.0,2.0,0.0,8.196669,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.000020000000001,7.4,7.5,9.0,7.5,8.083335,10.0,2.0,B,Rede Decisão,Veterano,Ametista,7.196,8.0,8.3,7.5,6.3,7.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,0.0,7.3,5.0,Nível 3 (7o e 8o ano),-1.0,2.0,F,2018.0,Sim,6.969181527369182,497.0,74.0,12.0,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.000020000000001,7.866730970179244,5.0,7.25,5.5,9.0,3.0,6.458333333333334,Mantido na Fase atual,Promovido de Fase,Não,0.0,7.5,5.0,Fase 3 (7º e 8º ano),,,,2,2,0,1,0
813,814,11.0,1.0,0.0,6.864723333333334,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.91668,9.4,5.625,3.75,7.916666666666668,7.944443333333333,5.0,2.0,E,Escola Pública,Veterano,Ágata,6.231,7.9,5.0,7.5,4.4,7.9,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,0.0,7.6,5.0,Nível 3 (7o e 8o ano),-1.0,2.0,I,2019.0,Não,6.322553780885782,680.0,124.0,10.0,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.00002,8.237762237762238,7.5,3.666666666666667,1.333333333333333,6.0,3.0,6.25,Mantido na Fase atual,Promovido de Fase,Não,0.0,6.833329999999999,5.0,Fase 3 (7º e 8º ano),,,,0,1,2,2,0
816,817,10.0,1.0,0.0,8.341669000000001,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.000020000000001,9.5,7.5,7.0,6.25,8.333335,10.0,2.0,C,Escola Pública,Veterano,Ametista,7.549,9.0,7.5,7.5,7.6,7.9,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,1.0,9.2,2.5,Nível 5 (1o EM),-3.0,3.0,A,2019.0,Não,7.279925742424242,403.0,47.0,12.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.75001,7.73989898989899,7.5,7.222222222222221,5.0,7.333333333333333,4.0,8.125,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Sim,0.0,8.0000025,2.5,Fase 6 (2º EM),,,,2,1,0,1,2
819,820,14.0,3.0,1.0,8.332223666666668,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.08333,8.3,5.0,9.0,8.749999999999998,8.944453333333334,10.0,5.0,B,Rede Decisão,Veterano,Ametista,8.073,8.8,6.1,7.5,8.2,8.6,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,0.0,8.7,10.0,Nível 5 (1o EM),0.0,5.0,B,2017.0,Sim,7.304722388888888,388.0,25.0,10.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.08333,8.131944444444445,5.625,8.433333333333332,9.0,7.0,3.0,6.458333333333332,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,0.0,7.8750025,5.0,Fase 6 (2º EM),,,,2,2,0,1,2
822,823,10.0,2.0,0.0,8.450835333333334,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,9.4,8.125,9.5,7.916666666666668,8.333333333333334,5.0,2.0,N,Rede Decisão,Veterano,Ametista,7.207,8.5,7.1,7.5,3.9,7.9,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,0.0,8.1,10.0,Nível 2 (5o e 6o ano),0.0,2.0,L,2018.0,Sim,7.912811530864198,164.0,23.0,6.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.50002,9.320987654320987,8.75,7.166666666666667,6.666666666666667,7.666666666666667,3.0,6.458333333333334,Mantido na Fase atual,Promovido de Fase,Não,0.0,8.222226666666668,5.0,Fase 3 (7º e 8º ano),,,,2,1,0,2,2
823,824,10.0,1.0,0.0,7.751390666666667,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500020000000001,8.0,6.25,9.5,6.875,7.444443333333333,5.0,1.0,M,Escola Pública,Veterano,Ametista,7.760,9.0,10.0,7.5,4.9,8.1,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,1.0,9.1,5.0,Nível 2 (5o e 6o ano),-1.0,2.0,U,2019.0,Não,5.914900545454545,737.0,134.0,15.0,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.000020000000001,6.060606060606061,7.5,4.25,4.5,4.0,3.0,6.25,Mantido na Fase atual,Mantido na Fase atual,Não,0.0,5.888886666666666,5.0,Fase 3 (7º e 8º ano),,,,2,2,0,1,1
824,825,13.0,2.0,0.0,5.730206833333334,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.5,4.5,3.75,4.666666666666667,6.71875,5.4999925,10.0,3.0,M,Escola JP II,Veterano,Quartzo,4.286,7.9,2.8,6.3,1.2,6.3,Mantido na Fase atual,Alocado em Fase anterior,Mantido na Fase atual,Não avaliado,0.0,4.8,5.0,Nível 4 (9o ano),-1.0,3.0,B,2018.0,Sim,5.705118585573055,759.0,109.0,9.0,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.91667,5.579065150087494,4.375,5.477777777777778,4.666666666666667,5.0,4.0,7.8125,Promovido de Fase,Promovido de Fase,Não,0.0,4.916665,5.0,Fase 5 (1º EM),,,,0,0,1,0,1
827,828,15.0,4.0,1.0,7.503891,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.91667,8.2,5.625,7.0,8.541666666666666,8.777786666666666,5.0,5.0,L,Rede Decisão,Veterano,Ametista,7.482,9.2,7.5,7.5,7.3,8.1,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,0.0,7.7,5.0,Nível 6 (2o EM),-1.0,6.0,A,2016.0,Sim,6.259109685300206,692.0,13.0,13.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.58335,4.845885093167702,8.125,3.833333333333334,4.666666666666667,4.0,4.0,7.96875,Promovido de Fase,Promovido de Fase + Bolsa,Não,0.0,7.27778,5.0,Fase 7 (3º EM),,,,0,2,0,1,1
